Release Name	Release Meta Language	Orchard Artist	Artist Country	Subaccount Name	Artist URL	Release Artist(s)-Primary Artist(s)	Release Artist(s)-Featuring(s)	Release Artist(s)-Remixer(s)	Release Artist(s)-Composer(s)	Release Artist(s)-Orchestra(s)	Release Artist(s)-Ensemble(s)	Release Artist(s)-Conductor(s)	Release Date	Sale Start Date	iTunes Pre-Order	iTunes Pre-Order Date	Preorder Preview	Album Pricing	Format: Full Length / EP / Single	Imprint	Genre	Sub-genre	[C] Information	Digital UPC	Manufacturer's UPC	Folder Name / Project Code	Product Code	Release Version	File Name	Volume	Track No.	Track Name	Track Audio Language	Version	Track Artist	Track Artist(s) - Featuring(s)	Track Artist(s) - Remixer(s)	Track Artist(s) - Composer(s)	Track Artist(s) - Orchestra(s)	Track Artist(s) - Ensemble(s)	Track Artist(s) - Conductor(s)	Track Pricing	Explicit (No/Yes/Clean)	ISRC	3rd Party Publisher? (Yes/No)	[P] Information	Ownership For This Sound Recording	Country of Recording	Nationality of Original Copyright Owner	Songwriter(s)	Publisher(s)	Performer 1 Type	Performer 1 Legal Name	Performer 1 Main Role	Performer 2 Type	Performer 2 Legal Name	Performer 2 Main Role	Performer 3 Type	Performer 3 Legal Name	Performer 3 Main Role	Performer 4 Type	Performer 4 Legal Name	Performer 4 Main Role	Performer 5 Type	Performer 5 Legal Name	Performer 5 Main Role	Only Include/Only Exclude?	Territories (ISO Codes)	md5 Checksum	Filesize	Is Mastered for iTunes?	Mastering Studio Email-Address	Excluded DMS	Streaming allowed	Bundle Only
Kindergeburtstag! - Die MEGA-Partyhits	English	Anna + Elli	Germany	Blue Door Records Christian Lösch		Anna + Elli							2009-10-23	2009-10-23	No Pre-order			Mid/Front	Full Length	Blue Door Records Christian Lösch	Children's	Children's	2011 Blue Door Records	4260149820686	4260149820686	1253260203608	1253260203608_00068		1253260203608_01_10.flac	1	10	Wickie	English		Anna + Elli							Front	No	DEHT40900385	No	2011 Blue Door Records	I have no master rights	Germany	Germany	BRUHN, CHRISTIAN	FKM-JUNIOR EDITION																		27363c4073470b8cb4870b412ebaf830	15958035	No		Altacom|AmazonDOD|AudibleMagic|AWA|BeatportDigitalDownloadNetwork|Bleep|Boomkat|Dixero|Dubstore|Flipagram|Gracenote|Grammofy|Hardwax|HDTracks|iMusica|JunoRecords|NMusic|Pandora|Phononet|Qanawat|Realnetwork-Listen(Muzicall)|Shazam|SimfyAfrica|SoundExchange|Touchtunes|Traxsource|VEVO|XboxMusic	Yes	No
Kindergeburtstag! - Die MEGA-Partyhits	English	Anna + Elli	Germany	Blue Door Records Christian Lösch		Anna + Elli							2009-10-23	2009-10-23	No Pre-order			Mid/Front	Full Length	Blue Door Records Christian Lösch	Children's	Children's	2011 Blue Door Records	4260149820686	4260149820686	1253260203608	1253260203608_00068		1253260203608_01_11.flac	1	11	Hab ne Tante aus Marokko (Party-Mix)	English		Anna + Elli							Front	No	DEHT40900386	No	2011 Blue Door Records	I have no master rights	Germany	Germany	TRAD.	Blue Door Musikverlag																		553930d6b1d857c05c8544db1e7c92d1	26096134	No		Altacom|AmazonDOD|AudibleMagic|AWA|BeatportDigitalDownloadNetwork|Bleep|Boomkat|Dixero|Dubstore|Flipagram|Gracenote|Grammofy|Hardwax|HDTracks|iMusica|JunoRecords|NMusic|Pandora|Phononet|Qanawat|Realnetwork-Listen(Muzicall)|Shazam|SimfyAfrica|SoundExchange|Touchtunes|Traxsource|VEVO|XboxMusic	Yes	No
Kindergeburtstag! - Die MEGA-Partyhits	English	Anna + Elli	Germany	Blue Door Records Christian Lösch		Anna + Elli							2009-10-23	2009-10-23	No Pre-order			Mid/Front	Full Length	Blue Door Records Christian Lösch	Children's	Children's	2011 Blue Door Records	4260149820686	4260149820686	1253260203608	1253260203608_00068		1253260203608_01_12.flac	1	12	Meine Oma fährt im Hühnerstall Motorrad (Party-Mix)	English		Anna + Elli							Front	No	DEHT40900387	No	2011 Blue Door Records	I have no master rights	Germany	Germany	TRAD.	BLUE DOOR MUSIKVERLAG																		13cf3a7ae8b9a69288d364038269359f	25467282	No		Altacom|AmazonDOD|AudibleMagic|AWA|BeatportDigitalDownloadNetwork|Bleep|Boomkat|Dixero|Dubstore|Flipagram|Gracenote|Grammofy|Hardwax|HDTracks|iMusica|JunoRecords|NMusic|Pandora|Phononet|Qanawat|Realnetwork-Listen(Muzicall)|Shazam|SimfyAfrica|SoundExchange|Touchtunes|Traxsource|VEVO|XboxMusic	Yes	No
Kindergeburtstag! - Die MEGA-Partyhits	English	Anna + Elli	Germany	Blue Door Records Christian Lösch		Anna + Elli							2009-10-23	2009-10-23	No Pre-order			Mid/Front	Full Length	Blue Door Records Christian Lösch	Children's	Children's	2011 Blue Door Records	4260149820686	4260149820686	1253260203608	1253260203608_00068		1253260203608_01_13.flac	1	13	Heidi (Kinder-Party-Mix)	English		Anna + Elli							Front	No	DEHT40900388	No	2011 Blue Door Records	I have no master rights	Germany	Germany	BRUHN, CHRISTIAN	FKM-JUNIOR EDITION																		cd196f36b4162817ba35471f3c1c38d1	21206956	No		Altacom|AmazonDOD|AudibleMagic|AWA|BeatportDigitalDownloadNetwork|Bleep|Boomkat|Dixero|Dubstore|Flipagram|Gracenote|Grammofy|Hardwax|HDTracks|iMusica|JunoRecords|NMusic|Pandora|Phononet|Qanawat|Realnetwork-Listen(Muzicall)|Shazam|SimfyAfrica|SoundExchange|Touchtunes|Traxsource|VEVO|XboxMusic	Yes	No
Kindergeburtstag! - Die MEGA-Partyhits	English	Anna + Elli	Germany	Blue Door Records Christian Lösch		Anna + Elli							2009-10-23	2009-10-23	No Pre-order			Mid/Front	Full Length	Blue Door Records Christian Lösch	Children's	Children's	2011 Blue Door Records	4260149820686	4260149820686	1253260203608	1253260203608_00068		1253260203608_01_14.flac	1	14	Der Bi-Ba-Butzemann (Jetzt-gehts-rund-Mix)	English		Anna + Elli							Front	No	DEHT40900389	No	2011 Blue Door Records	I have no master rights	Germany	Germany	TRAD.	Blue Door Musikverlag																		3425eb62050943015a63e58a223b48e2	25225804	No		Altacom|AmazonDOD|AudibleMagic|AWA|BeatportDigitalDownloadNetwork|Bleep|Boomkat|Dixero|Dubstore|Flipagram|Gracenote|Grammofy|Hardwax|HDTracks|iMusica|JunoRecords|NMusic|Pandora|Phononet|Qanawat|Realnetwork-Listen(Muzicall)|Shazam|SimfyAfrica|SoundExchange|Touchtunes|Traxsource|VEVO|XboxMusic	Yes	No
Kindergeburtstag! - Die MEGA-Partyhits	English	Anna + Elli	Germany	Blue Door Records Christian Lösch		Anna + Elli							2009-10-23	2009-10-23	No Pre-order			Mid/Front	Full Length	Blue Door Records Christian Lösch	Children's	Children's	2011 Blue Door Records	4260149820686	4260149820686	1253260203608	1253260203608_00068		1253260203608_01_15.flac	1	15	Stups der kleine Osterhase (Oster-Party-Mix)	English		Anna + Elli							Front	No	DEHT40900390	No	2011 Blue Door Records	I have no master rights	Germany	Germany	ZUCKOWSKI, ROLF	Musik für Dich																		6ad553adb514aa9490f9868304ac8db0	25071301	No		Altacom|AmazonDOD|AudibleMagic|AWA|BeatportDigitalDownloadNetwork|Bleep|Boomkat|Dixero|Dubstore|Flipagram|Gracenote|Grammofy|Hardwax|HDTracks|iMusica|JunoRecords|NMusic|Pandora|Phononet|Qanawat|Realnetwork-Listen(Muzicall)|Shazam|SimfyAfrica|SoundExchange|Touchtunes|Traxsource|VEVO|XboxMusic	Yes	No
Kindergeburtstag! - Die MEGA-Partyhits	English	Anna + Elli	Germany	Blue Door Records Christian Lösch		Anna + Elli							2009-10-23	2009-10-23	No Pre-order			Mid/Front	Full Length	Blue Door Records Christian Lösch	Children's	Children's	2011 Blue Door Records	4260149820686	4260149820686	1253260203608	1253260203608_00068		1253260203608_01_16.flac	1	16	Hey Pippi Langstrumpf (Kinder-Party-Mix)	English		Anna + Elli							Front	No	DEHT40900391	No	2011 Blue Door Records	I have no master rights	Germany	Germany	ELFERS, KONRAD	FKM-JUNIOR EDITION																		dc36c24a6107bebd66e44d5ec6d877ca	32079505	No		Altacom|AmazonDOD|AudibleMagic|AWA|BeatportDigitalDownloadNetwork|Bleep|Boomkat|Dixero|Dubstore|Flipagram|Gracenote|Grammofy|Hardwax|HDTracks|iMusica|JunoRecords|NMusic|Pandora|Phononet|Qanawat|Realnetwork-Listen(Muzicall)|Shazam|SimfyAfrica|SoundExchange|Touchtunes|Traxsource|VEVO|XboxMusic	Yes	No
Kindergeburtstag! - Die MEGA-Partyhits	English	Anna + Elli	Germany	Blue Door Records Christian Lösch		Anna + Elli							2009-10-23	2009-10-23	No Pre-order			Mid/Front	Full Length	Blue Door Records Christian Lösch	Children's	Children's	2011 Blue Door Records	4260149820686	4260149820686	1253260203608	1253260203608_00068		1253260203608_01_17.flac	1	17	Wer hat die Kokusnuss geklaut (Die Affen rasen durch den Wald)	English		Anna + Elli							Front	No	DEHT40900392	No	2011 Blue Door Records	I have no master rights	Germany	Germany	TRAD.	Blue Door Musikverlag																		0f676c5a88a683740c09ae1e00929aa2	25019452	No		Altacom|AmazonDOD|AudibleMagic|AWA|BeatportDigitalDownloadNetwork|Bleep|Boomkat|Dixero|Dubstore|Flipagram|Gracenote|Grammofy|Hardwax|HDTracks|iMusica|JunoRecords|NMusic|Pandora|Phononet|Qanawat|Realnetwork-Listen(Muzicall)|Shazam|SimfyAfrica|SoundExchange|Touchtunes|Traxsource|VEVO|XboxMusic	Yes	No
Kindergeburtstag! - Die MEGA-Partyhits	English	Anna + Elli	Germany	Blue Door Records Christian Lösch		Anna + Elli							2009-10-23	2009-10-23	No Pre-order			Mid/Front	Full Length	Blue Door Records Christian Lösch	Children's	Children's	2011 Blue Door Records	4260149820686	4260149820686	1253260203608	1253260203608_00068		1253260203608_01_18.flac	1	18	Heut fahrn wir übern See (Kids-Mix)	English		Anna + Elli							Front	No	DEHT40900393	No	2011 Blue Door Records	I have no master rights	Germany	Germany	TRAD.	Blue Door Musikverlag																		c0ea13a5b815eb4a501eadcedc7fb63b	26449110	No		Altacom|AmazonDOD|AudibleMagic|AWA|BeatportDigitalDownloadNetwork|Bleep|Boomkat|Dixero|Dubstore|Flipagram|Gracenote|Grammofy|Hardwax|HDTracks|iMusica|JunoRecords|NMusic|Pandora|Phononet|Qanawat|Realnetwork-Listen(Muzicall)|Shazam|SimfyAfrica|SoundExchange|Touchtunes|Traxsource|VEVO|XboxMusic	Yes	No
Kindergeburtstag! - Die MEGA-Partyhits	English	Anna + Elli	Germany	Blue Door Records Christian Lösch		Anna + Elli							2009-10-23	2009-10-23	No Pre-order			Mid/Front	Full Length	Blue Door Records Christian Lösch	Children's	Children's	2011 Blue Door Records	4260149820686	4260149820686	1253260203608	1253260203608_00068		1253260203608_01_19.flac	1	19	Eine Insel mit zwei Bergen (Kids-Mix)	English		Anna + Elli							Front	No	DEHT40900394	No	2011 Blue Door Records	I have no master rights	Germany	Germany	AMANN, HERMANN	THIENEMANN VERLAG GMBH																		c0cc6ec86a3a7f8930b15f65257bec79	28569396	No		Altacom|AmazonDOD|AudibleMagic|AWA|BeatportDigitalDownloadNetwork|Bleep|Boomkat|Dixero|Dubstore|Flipagram|Gracenote|Grammofy|Hardwax|HDTracks|iMusica|JunoRecords|NMusic|Pandora|Phononet|Qanawat|Realnetwork-Listen(Muzicall)|Shazam|SimfyAfrica|SoundExchange|Touchtunes|Traxsource|VEVO|XboxMusic	Yes	No
Kindergeburtstag! - Die MEGA-Partyhits	English	Anna + Elli	Germany	Blue Door Records Christian Lösch		Anna + Elli							2009-10-23	2009-10-23	No Pre-order			Mid/Front	Full Length	Blue Door Records Christian Lösch	Children's	Children's	2011 Blue Door Records	4260149820686	4260149820686	1253260203608	1253260203608_00068		1253260203608_01_20.flac	1	20	Happy Birthday (Kinder-Mix)	English		Anna + Elli							Front	No	DEHT40900395	No	2011 Blue Door Records	I have no master rights	Germany	Germany	HILL, MILDRED	WARNER CHAPPELL MUSIC																		9367b9bf47d7e18e0adf309db3b9e2d1	4733500	No		Altacom|AmazonDOD|AudibleMagic|AWA|BeatportDigitalDownloadNetwork|Bleep|Boomkat|Dixero|Dubstore|Flipagram|Gracenote|Grammofy|Hardwax|HDTracks|iMusica|JunoRecords|NMusic|Pandora|Phononet|Qanawat|Realnetwork-Listen(Muzicall)|Shazam|SimfyAfrica|SoundExchange|Touchtunes|Traxsource|VEVO|XboxMusic	Yes	No
Du bist der Sommer	English	Lycienne	Germany	Blue Door Records Christian Lösch		Lycienne							2009-10-02	2009-10-02	No Pre-order			Mid/Front	Full Length	Blue Door Records Christian Lösch	Pop	Pop	2011 Blue Door Records	4260149820648	4260149820648	1250605869295	1250605869295_00064		1250605869295_01_01.flac	1	1	Du bist der Sommer(Fox-Mix)	English		Lycienne							Front	No	DEHT40900369	No	2011 Blue Door Records	I have no master rights	Germany	Germany	Lösch, Christian	Blue Door Musikverlag																		f36ef91bd97eb5cbf759970796b090ab	23118552	No		Altacom|AmazonDOD|AudibleMagic|AWA|BeatportDigitalDownloadNetwork|Bleep|Boomkat|Dixero|Dubstore|Flipagram|Gracenote|Grammofy|Hardwax|HDTracks|iMusica|JunoRecords|NMusic|Phononet|Qanawat|Realnetwork-Listen(Muzicall)|Shazam|SimfyAfrica|SoundExchange|Touchtunes|Traxsource|VEVO|XboxMusic	Yes	No
So a schöner Tag (Fliegerlied) Special Edition	English	Lichtensteiner	Germany	Blue Door Records Christian Lösch		Lichtensteiner							2009-08-14	2009-08-14	No Pre-order			Mid/Front	Full Length	Blue Door Records Christian Lösch	Pop	Pop	2011 Blue Door Records	4050486005859	4050486005859	1250089540113	1250089540113		1250089540113_01_01.flac	1	1	So a schöner Tag (Fliegerlied) Special Edition	English		Lichtensteiner							Front	No	DEHT40900316	No	2011 Blue Door Records	I have no master rights	Germany	Germany	DONAUER, ANDREAS	SCHEDLER, RUDI, MUSIKVERLAG GMBH																		a3fb7a795165d9ee4bf0794ef3306888	26234009	No		24/7EntertainmentGmbH|7Digital|Altacom|AmazonDigitalServicesInc.|AmazonDOD|AudibleMagic|AWA|BeatportDigitalDownloadNetwork|Bleep|Boomkat|Dixero|Dubstore|Flipagram|Gracenote|Grammofy|Hardwax|HDTracks|iMusica|iTunes/Apple|JunoRecords|MondiaMedia|MusiwaveVideo|Napster|NMusic|Phononet|Qanawat|Realnetwork-Listen(Muzicall)|Shazam|SimfyAfrica|Slacker|SoundExchange|TIDAL|Touchtunes|Traxsource|VEVO|XboxMusic	Yes	No
BONUS Tracks Oktoberfest Megaparty	English	1. FC Oktoberfest	Germany	Blue Door Records Christian Lösch		1. FC Oktoberfest							2009-09-11	2009-09-11	No Pre-order			Mid/Front	Full Length	Blue Door Records Christian Lösch	Pop	Pop	2011 Blue Door Records	4260149820594	4260149820594	1248726289353	1248726289353_00059		1248726289353_01_01.flac	1	1	Pretty Belinda (Oktoberfest Megaparty Mix)	English		1. FC Oktoberfest							Front	No	DEHT40900352	No	2011 Blue Door Records	I have no master rights	Germany	Germany	Andrews, Chris	GLISSANDO MUSIC LTD																Only Exclude	SD|NF|AT|BE|BA|HR|DE|GI|GR|IE|IT|LV|LI|LT|LU|MT|MC|NL|NO|PT|SM|SI|ES|SE|CH|GB|BY|AL|AD|CZ|HU|PL|MD|RO|SK|DK|EE|FO|FI|IS|GG|IM|JE|CS|MK|FR|AN	2757d5f6a6e9bca5fbf9bed65647907c	26197595	No		Altacom|AmazonDOD|AudibleMagic|AWA|BeatportDigitalDownloadNetwork|Bleep|Boomkat|Dixero|Dubstore|Flipagram|GoogleMusic|Gracenote|Grammofy|Hardwax|HDTracks|iHeartRadio|iMusica|iTunes/Apple|JunoRecords|KKBOX|MediaNet|Napster|NMusic|Pandora|Phononet|Qanawat|Qobuz|Realnetwork-Listen(Muzicall)|Saavn|Shazam|SimfyAfrica|SiriusXM|Slacker|SoundExchange|TIDAL|Touchtunes|Traxsource|UMA|VEVO|XboxMusic|YouTube|YouTubeArtTracks	Yes	No
BONUS Tracks Oktoberfest Megaparty	English	1. FC Oktoberfest	Germany	Blue Door Records Christian Lösch		1. FC Oktoberfest							2009-09-11	2009-09-11	No Pre-order			Mid/Front	Full Length	Blue Door Records Christian Lösch	Pop	Pop	2011 Blue Door Records	4260149820594	4260149820594	1248726289353	1248726289353_00059		1248726289353_01_02.flac	1	2	Manchmal möchte ich schon mit Dir (Oktoberfest Megaparty Mix)	English		1. FC Oktoberfest							Front	No	DEHT40900353	No	2011 Blue Door Records	I have no master rights	Germany	Germany	HEIDER, JOACHIM	EDITION INTRO MEISEL GMBH																Only Exclude	SD|NF|AT|BE|BA|HR|DE|GI|GR|IE|IT|LV|LI|LT|LU|MT|MC|NL|NO|PT|SM|SI|ES|SE|CH|GB|BY|AL|AD|CZ|HU|PL|MD|RO|SK|DK|EE|FO|FI|IS|GG|IM|JE|CS|MK|FR|AN	f76ef472c1d9168a44e79523ff277214	25095613	No		Altacom|AmazonDOD|AudibleMagic|AWA|BeatportDigitalDownloadNetwork|Bleep|Boomkat|Dixero|Dubstore|Flipagram|GoogleMusic|Gracenote|Grammofy|Hardwax|HDTracks|iHeartRadio|iMusica|iTunes/Apple|JunoRecords|KKBOX|MediaNet|Napster|NMusic|Pandora|Phononet|Qanawat|Qobuz|Realnetwork-Listen(Muzicall)|Saavn|Shazam|SimfyAfrica|SiriusXM|Slacker|SoundExchange|TIDAL|Touchtunes|Traxsource|UMA|VEVO|XboxMusic|YouTube|YouTubeArtTracks	Yes	No
Oktoberfest - The very Best of!	English	Original Oktoberfest Band	Germany	Blue Door Records Christian Lösch		Original Oktoberfest Band							2009-09-11	2009-09-11	No Pre-order			Mid/Front	Full Length	Blue Door Records Christian Lösch	Pop	Pop	2011 Blue Door Records	4260149820624	4260149820624	1248633316156	1248633316156_00062		1248633316156_01_01.flac	1	1	Ein Prosit der Gemütlichkeit	English		Original Oktoberfest Band							Mid	No	DEHT40900354	No	2011 Blue Door Records	I have no master rights	Germany	Germany	EGIDIUS, H.	HALTER MUSIKVERLAG																		73e362229a172f3c5a9c9874f0e089c9	4271757	No		Altacom|AmazonDOD|AudibleMagic|AWA|BeatportDigitalDownloadNetwork|Bleep|Boomkat|Dixero|Dubstore|Flipagram|Gracenote|Grammofy|Hardwax|HDTracks|iMusica|JunoRecords|NMusic|Pandora|Phononet|Qanawat|Realnetwork-Listen(Muzicall)|Shazam|SimfyAfrica|SoundExchange|Touchtunes|Traxsource|VEVO|XboxMusic	Yes	No
Oktoberfest - The very Best of!	English	Original Oktoberfest Band	Germany	Blue Door Records Christian Lösch		Original Oktoberfest Band							2009-09-11	2009-09-11	No Pre-order			Mid/Front	Full Length	Blue Door Records Christian Lösch	Pop	Pop	2011 Blue Door Records	4260149820624	4260149820624	1248633316156	1248633316156_00062		1248633316156_01_02.flac	1	2	The Chicken Dance (Der Ententanz) [Oktoberfest-Mix]	English		Original Oktoberfest Band							Mid	No	DEHT40900355	No	2011 Blue Door Records	I have no master rights	Germany	Germany	THOMAS, WERNER	Eurovox																		b2766b10f325eacd1e1f1944f9f3c2df	17861575	No		Altacom|AmazonDOD|AudibleMagic|AWA|BeatportDigitalDownloadNetwork|Bleep|Boomkat|Dixero|Dubstore|Flipagram|Gracenote|Grammofy|Hardwax|HDTracks|iMusica|JunoRecords|NMusic|Pandora|Phononet|Qanawat|Realnetwork-Listen(Muzicall)|Shazam|SimfyAfrica|SoundExchange|Touchtunes|Traxsource|VEVO|XboxMusic	Yes	No
Oktoberfest - The very Best of!	English	Original Oktoberfest Band	Germany	Blue Door Records Christian Lösch		Original Oktoberfest Band							2009-09-11	2009-09-11	No Pre-order			Mid/Front	Full Length	Blue Door Records Christian Lösch	Pop	Pop	2011 Blue Door Records	4260149820624	4260149820624	1248633316156	1248633316156_00062		1248633316156_01_03.flac	1	3	In München steht ein Hofbräuhaus (Beer-Mix)	English		Original Oktoberfest Band							Mid	No	DEHT40900356	No	2011 Blue Door Records	I have no master rights	Germany	Germany	WIGA, GABRIEL	WILHELM GEBAUER MUSIK																		dd10856628ec0afcf2a84af6619253b3	20034857	No		Altacom|AmazonDOD|AudibleMagic|AWA|BeatportDigitalDownloadNetwork|Bleep|Boomkat|Dixero|Dubstore|Flipagram|Gracenote|Grammofy|Hardwax|HDTracks|iMusica|JunoRecords|NMusic|Pandora|Phononet|Qanawat|Realnetwork-Listen(Muzicall)|Shazam|SimfyAfrica|SoundExchange|Touchtunes|Traxsource|VEVO|XboxMusic	Yes	No
Oktoberfest - The very Best of!	English	Original Oktoberfest Band	Germany	Blue Door Records Christian Lösch		Original Oktoberfest Band							2009-09-11	2009-09-11	No Pre-order			Mid/Front	Full Length	Blue Door Records Christian Lösch	Pop	Pop	2011 Blue Door Records	4260149820624	4260149820624	1248633316156	1248633316156_00062		1248633316156_01_04.flac	1	4	Muss I denn (zum Städtele hinaus)	English		Original Oktoberfest Band							Mid	No	DEHT40900357	No	2011 Blue Door Records	I have no master rights	Germany	Germany	trad.																			91414b995633f42020ac6c54086dff58	5900378	No		Altacom|AmazonDOD|AudibleMagic|AWA|BeatportDigitalDownloadNetwork|Bleep|Boomkat|Dixero|Dubstore|Flipagram|Gracenote|Grammofy|Hardwax|HDTracks|iMusica|JunoRecords|NMusic|Pandora|Phononet|Qanawat|Realnetwork-Listen(Muzicall)|Shazam|SimfyAfrica|SoundExchange|Touchtunes|Traxsource|VEVO|XboxMusic	Yes	No
Oktoberfest - The very Best of!	English	Original Oktoberfest Band	Germany	Blue Door Records Christian Lösch		Original Oktoberfest Band							2009-09-11	2009-09-11	No Pre-order			Mid/Front	Full Length	Blue Door Records Christian Lösch	Pop	Pop	2011 Blue Door Records	4260149820624	4260149820624	1248633316156	1248633316156_00062		1248633316156_01_05.flac	1	5	Mir san die lustigen Holzhacker Buam	English		Original Oktoberfest Band							Mid	No	DEHT40900358	No	2011 Blue Door Records	I have no master rights	Germany	Germany	trad.																			4a2b3d75b6268a769848d05aad776272	8737056	No		Altacom|AmazonDOD|AudibleMagic|AWA|BeatportDigitalDownloadNetwork|Bleep|Boomkat|Dixero|Dubstore|Flipagram|Gracenote|Grammofy|Hardwax|HDTracks|iMusica|JunoRecords|NMusic|Pandora|Phononet|Qanawat|Realnetwork-Listen(Muzicall)|Shazam|SimfyAfrica|SoundExchange|Touchtunes|Traxsource|VEVO|XboxMusic	Yes	No
Oktoberfest - The very Best of!	English	Original Oktoberfest Band	Germany	Blue Door Records Christian Lösch		Original Oktoberfest Band							2009-09-11	2009-09-11	No Pre-order			Mid/Front	Full Length	Blue Door Records Christian Lösch	Pop	Pop	2011 Blue Door Records	4260149820624	4260149820624	1248633316156	1248633316156_00062		1248633316156_01_06.flac	1	6	Es gibt kein Bier auf Hawaii	English		Original Oktoberfest Band							Mid	No	DEHT40900359	No	2011 Blue Door Records	I have no master rights	Germany	Germany	KLUGER, JEAN JOSEPH	Okay Editions																		d07019cdb38a432dfbee0bf0316c4b14	18281820	No		Altacom|AmazonDOD|AudibleMagic|AWA|BeatportDigitalDownloadNetwork|Bleep|Boomkat|Dixero|Dubstore|Flipagram|Gracenote|Grammofy|Hardwax|HDTracks|iMusica|JunoRecords|NMusic|Pandora|Phononet|Qanawat|Realnetwork-Listen(Muzicall)|Shazam|SimfyAfrica|SoundExchange|Touchtunes|Traxsource|VEVO|XboxMusic	Yes	No
Oktoberfest - The very Best of!	English	Original Oktoberfest Band	Germany	Blue Door Records Christian Lösch		Original Oktoberfest Band							2009-09-11	2009-09-11	No Pre-order			Mid/Front	Full Length	Blue Door Records Christian Lösch	Pop	Pop	2011 Blue Door Records	4260149820624	4260149820624	1248633316156	1248633316156_00062		1248633316156_01_07.flac	1	7	Zillertaler Hochzeitsmarsch	English		Original Oktoberfest Band							Mid	No	DEHT40900360	No	2011 Blue Door Records	I have no master rights	Germany	Germany	trad.	Blue Door Musikverlag																		ad7ca0dbd560074e6f7af184d4922d83	16148000	No		Altacom|AmazonDOD|AudibleMagic|AWA|BeatportDigitalDownloadNetwork|Bleep|Boomkat|Dixero|Dubstore|Flipagram|Gracenote|Grammofy|Hardwax|HDTracks|iMusica|JunoRecords|NMusic|Pandora|Phononet|Qanawat|Realnetwork-Listen(Muzicall)|Shazam|SimfyAfrica|SoundExchange|Touchtunes|Traxsource|VEVO|XboxMusic	Yes	No
Oktoberfest - The very Best of!	English	Original Oktoberfest Band	Germany	Blue Door Records Christian Lösch		Original Oktoberfest Band							2009-09-11	2009-09-11	No Pre-order			Mid/Front	Full Length	Blue Door Records Christian Lösch	Pop	Pop	2011 Blue Door Records	4260149820624	4260149820624	1248633316156	1248633316156_00062		1248633316156_01_08.flac	1	8	Schneewalzer	English		Original Oktoberfest Band							Mid	No	DEHT40900361	No	2011 Blue Door Records	I have no master rights	Germany	Germany	KOSCHAT, THOMAS	Harth Musik																		ed242be463916d71a425a3e5d64a7f1b	15255526	No		Altacom|AmazonDOD|AudibleMagic|AWA|BeatportDigitalDownloadNetwork|Bleep|Boomkat|Dixero|Dubstore|Flipagram|Gracenote|Grammofy|Hardwax|HDTracks|iMusica|JunoRecords|NMusic|Pandora|Phononet|Qanawat|Realnetwork-Listen(Muzicall)|Shazam|SimfyAfrica|SoundExchange|Touchtunes|Traxsource|VEVO|XboxMusic	Yes	No
Oktoberfest - The very Best of!	English	Original Oktoberfest Band	Germany	Blue Door Records Christian Lösch		Original Oktoberfest Band							2009-09-11	2009-09-11	No Pre-order			Mid/Front	Full Length	Blue Door Records Christian Lösch	Pop	Pop	2011 Blue Door Records	4260149820624	4260149820624	1248633316156	1248633316156_00062		1248633316156_01_09.flac	1	9	Bayrischer Defiliermarsch (Sauerkraut-Mix)	English		Original Oktoberfest Band							Mid	No	DEHT40900362	No	2011 Blue Door Records	I have no master rights	Germany	Germany	SCHERZER, ADOLPH																			33dd5d3e7ea1a03e6173ca00b48c7d52	15930742	No		Altacom|AmazonDOD|AudibleMagic|AWA|BeatportDigitalDownloadNetwork|Bleep|Boomkat|Dixero|Dubstore|Flipagram|Gracenote|Grammofy|Hardwax|HDTracks|iMusica|JunoRecords|NMusic|Pandora|Phononet|Qanawat|Realnetwork-Listen(Muzicall)|Shazam|SimfyAfrica|SoundExchange|Touchtunes|Traxsource|VEVO|XboxMusic	Yes	No
